date,open,high,low,close,adjusted_close,volume
2000-07-14,8.633642384105961,8.6912,8.633642384105961,8.6912,8.6912,25000
2000-07-17,9.180421249999998,9.2092,9.180421249999998,9.2092,9.2092,10000
2000-07-18,9.1804,9.1804,9.1804,9.1804,9.1804,10000
2000-07-19,8.9502,8.9502,8.9502,8.9502,8.9502,10000
2000-07-20,9.1516,9.1516,9.1516,9.1516,9.1516,5000
2000-07-21,9.2092,9.2092,9.2092,9.2092,9.2092,200
2000-07-27,9.0941,9.0941,9.0941,9.0941,9.0941,100
2000-07-28,9.209187096774194,9.209187096774194,8.9214,8.9214,8.9214,21300
2000-07-31,8.89262129032258,8.9214,8.89262129032258,8.9214,8.9214,200
2000-08-01,8.748685714285713,8.8638,8.748685714285713,8.8638,8.8638,7400
2000-08-02,8.7487,8.7487,8.7487,8.7487,8.7487,100
2000-08-03,8.6912,8.6912,8.6912,8.6912,8.6912,10000
2000-08-04,8.921385350318472,9.0365,8.921385350318472,9.0365,9.0365,700
2000-08-07,9.007721337579618,9.0365,8.950164012738853,9.0365,9.0365,1100
2000-08-10,8.7487,8.7487,8.7487,8.7487,8.7487,200
2000-08-11,8.9502,8.9502,8.9502,8.9502,8.9502,600
2000-08-15,9.324315,9.324315,9.2092,9.2092,9.2092,5400
2000-08-17,9.3531,9.3531,9.3531,9.3531,9.3531,300
2000-08-18,9.0941,9.0941,9.0941,9.0941,9.0941,200
2000-08-21,9.0941,9.0941,9.0941,9.0941,9.0941,300
2000-08-24,9.0324,9.0324,9.0324,9.0324,9.0324,15000
2000-08-25,9.149747770700635,9.2084,9.149747770700635,9.2084,9.2084,2200
2000-08-28,9.267026031746031,9.267026031746031,9.2377,9.2377,9.2377,500
2000-08-29,8.915121824104235,9.091078175895763,8.915121824104235,9.0031,9.0031,27300
2000-08-31,9.29632594936709,9.325651898734176,9.267,9.267,9.267,2600
2000-09-01,9.267,9.267,9.267,9.267,9.267,4900
2000-09-05,9.2084,9.2084,9.2084,9.2084,9.2084,300
2000-09-06,9.472274074074074,9.5016,9.44294814814815,9.5016,9.5016,2700
2000-09-07,9.560326153846155,9.560326153846155,9.501673846153846,9.531,9.531,4400
2000-09-08,9.384307692307692,9.384307692307692,9.1497,9.1497,9.1497,1100
2000-09-11,9.1496925,9.4136259375,9.1496925,9.3843,9.3843,1400
2000-09-12,9.2377,9.2377,9.2377,9.2377,9.2377,500
2000-09-13,9.091051948051948,9.120377922077925,9.0324,9.0324,9.0324,2100
2000-09-14,8.9151,8.9151,8.9151,8.9151,8.9151,1100
2000-09-15,8.651221476510068,8.7392,8.651221476510068,8.7392,8.7392,10600
2000-09-18,8.621878350515463,8.621878350515463,8.50457388316151,8.5339,8.5339,1000
2000-09-19,8.445874048442906,8.4752,8.445874048442906,8.4752,8.4752,10500
2000-09-20,8.269973851590105,8.2993,8.269973851590105,8.2993,8.2993,400
2000-09-21,8.4459,8.4459,8.4459,8.4459,8.4459,10000
2000-09-22,8.4752,8.4752,8.4752,8.4752,8.4752,1800
2000-09-25,8.6512,8.6512,8.6512,8.6512,8.6512,2000
2000-09-26,8.328591780821919,8.5632,8.328591780821919,8.5632,8.5632,10700
2000-09-27,8.4166,8.4166,8.4166,8.4166,8.4166,100
2000-09-29,8.5046,8.5046,8.5046,8.5046,8.5046,300
2000-10-02,8.475203859649122,8.475203859649122,8.269922105263158,8.3579,8.3579,500
2000-10-03,8.2406,8.2406,8.2406,8.2406,8.2406,5100
2000-10-04,8.240617708333334,8.4459,8.240617708333334,8.4459,8.4459,200
2000-10-05,8.5339,8.5339,8.5339,8.5339,8.5339,200
2000-10-06,8.4459,8.4459,8.4459,8.4459,8.4459,200
2000-10-09,8.0647,8.0647,8.0647,8.0647,8.0647,100
2000-10-10,8.328604285714285,8.416582499999999,8.2113,8.2113,8.2113,900
2000-10-11,8.2993,8.2993,8.2993,8.2993,8.2993,200
2000-10-12,8.006,8.006,8.006,8.006,8.006,500
2000-10-13,8.064673913043478,8.094,8.035347826086957,8.094,8.094,12200
2000-10-16,8.182,8.182,8.182,8.182,8.182,5800
2000-10-17,8.06467830882353,8.06467830882353,7.9767,7.9767,7.9767,300
2000-10-19,8.0647,8.0647,8.0647,8.0647,8.0647,2000
2000-10-20,7.918073800738007,7.9474,7.918073800738007,7.9474,7.9474,1500
2000-10-23,7.830033720930231,7.830033720930231,7.5661,7.5661,7.5661,300
2000-10-25,7.096899999999999,7.096899999999999,7.096899999999999,7.096899999999999,7.0969,200
2000-10-26,7.1262,7.1262,7.1262,7.1262,7.1262,100
2000-10-31,7.5661,7.5661,7.5661,7.5661,7.5661,500
2000-11-01,7.65412159090909,7.7421,7.65412159090909,7.7421,7.7421,1200
2000-11-02,7.7421,7.7421,7.7421,7.7421,7.7421,3100
2000-11-03,7.624804687500001,7.624804687500001,7.3901953125,7.507500000000001,7.5075,1800
2000-11-06,7.507500000000001,7.507500000000001,7.507500000000001,7.507500000000001,7.5075,700
2000-11-07,7.507500000000001,7.507500000000001,7.507500000000001,7.507500000000001,7.5075,12000
2000-11-08,7.830087890625001,7.830087890625001,7.507500000000001,7.507500000000001,7.5075,7300
2000-11-09,7.3022262096774195,7.3022262096774195,7.272900000000001,7.272900000000001,7.2729,1500
2000-11-13,7.390182857142857,7.390182857142857,7.1849,7.1849,7.1849,4400
2000-11-14,7.507425882352941,7.507425882352941,7.4781,7.4781,7.4781,300
2000-11-16,7.4195,7.4195,7.4195,7.4195,7.4195,200
2000-11-17,7.155547967479675,7.243526016260163,7.155547967479675,7.214200000000001,7.2142,2800
2000-11-27,7.302204489795918,7.302204489795918,7.1849,7.1849,7.1849,7800
2000-11-28,7.038229787234043,7.038229787234043,6.8916,6.8916,6.8916,600
2000-11-30,6.7743,6.7743,6.7743,6.7743,6.7743,13900
2000-12-04,6.745,6.745,6.745,6.745,6.745,400
2000-12-06,7.096899999999999,7.096899999999999,7.096899999999999,7.096899999999999,7.0969,1900
2000-12-07,7.0675955102040815,7.1849,7.0675955102040815,7.1849,7.1849,4400
2000-12-08,7.4488,7.4488,7.4488,7.4488,7.4488,43500
2000-12-11,7.595400000000001,7.595400000000001,7.595400000000001,7.595400000000001,7.5954,3700
2000-12-12,7.654126153846152,7.654126153846152,7.624799999999999,7.624799999999999,7.6248,3500
2000-12-13,7.478173828125,7.507500000000001,7.419521484375001,7.507500000000001,7.5075,39900
2000-12-14,7.624799999999999,7.624799999999999,7.624799999999999,7.624799999999999,7.6248,5300
2000-12-15,7.5074739299610895,7.536799999999999,7.5074739299610895,7.536799999999999,7.5368,700
2000-12-18,7.6834,7.6834,7.6834,7.6834,7.6834,700
2000-12-19,7.6834,7.6834,7.6834,7.6834,7.6834,600
2000-12-20,7.421699999999999,7.421699999999999,7.421699999999999,7.421699999999999,7.4217,700
2000-12-21,7.245691304347826,7.421699999999999,7.245691304347826,7.421699999999999,7.4217,500
2000-12-22,7.451008064516129,7.451008064516129,7.275,7.275,7.275,4000
2000-12-27,7.451,7.451,7.451,7.451,7.451,600
2000-12-28,7.685699999999999,7.685699999999999,7.685699999999999,7.685699999999999,7.6857,800
2000-12-29,7.685730303030303,7.744399999999999,7.509721212121211,7.744399999999999,7.7444,24400
2001-01-02,7.920404494382021,7.920404494382021,7.715060674157303,7.832399999999999,7.8324,27600
2001-01-03,7.80303611111111,8.4484,7.80303611111111,8.4484,8.4484,2700
2001-01-04,8.389769718309859,8.419104577464788,8.3311,8.3311,8.3311,4000
2001-01-05,8.1551,8.1551,8.1551,8.1551,8.1551,500
2001-01-09,8.419134965034964,8.419134965034964,8.3898,8.3898,8.3898,2700
2001-01-10,8.3311,8.360434859154928,8.3311,8.3311,8.3311,600
2001-01-11,8.331065263157894,8.3604,8.331065263157894,8.3604,8.3604,300
2001-01-12,8.3604,8.41906947368421,8.331065263157894,8.3604,8.3604,13700
2001-01-16,8.360408602150537,8.360408602150537,8.1844,8.1844,8.1844,3300
2001-01-17,8.389790410958904,8.5658,8.389790410958904,8.5658,8.5658,10800
2001-01-18,8.624465084745763,8.6538,8.624465084745763,8.6538,8.6538,1100
2001-01-19,8.7418,8.771134899328858,8.683130201342282,8.7418,8.7418,60200
2001-01-22,8.712439249146758,8.712439249146758,8.5951,8.5951,8.5951,10600
2001-01-23,8.7418,8.7418,8.624460402684564,8.7418,8.7418,62400
2001-01-24,8.859139597315435,8.917809395973153,8.7418,8.7418,8.7418,1800
2001-01-25,8.7124,8.7124,8.7124,8.7124,8.7124,2000
2001-01-26,8.624430405405404,8.6831,8.595095608108107,8.6831,8.6831,700
2001-01-29,8.565788770053476,8.777,8.565788770053476,8.777,8.777,19100
2001-01-30,8.683071038251367,8.706538797814208,8.5892,8.5892,8.5892,8200
2001-01-31,8.5891904,8.8004,8.5891904,8.8004,8.8004,54600
2001-02-01,8.551733518930957,8.551733518930957,8.42500640311804,8.4297,8.4297,62500
2001-02-02,8.307672000000002,8.481335200000002,8.2138,8.2138,8.2138,8100
2001-02-05,8.0964,8.0964,8.0964,8.0964,8.0964,400
2001-02-06,8.279457868020305,8.401490693739424,8.279457868020305,8.3217,8.3217,100600
2001-02-07,8.133916162193032,8.265335465448315,8.133916162193032,8.2184,8.2184,61600
2001-02-08,8.4484,8.504722666666666,8.377996666666666,8.4484,8.4484,62500
2001-02-09,8.4484,8.51880333333333,8.4484,8.4484,8.4484,2800
2001-02-12,8.448435754189946,8.49537150837989,8.382725698324023,8.4015,8.4015,17200
2001-02-13,8.448435754189946,8.448435754189946,8.4015,8.4015,8.4015,2000
2001-02-14,8.5752,8.5752,8.5752,8.5752,8.5752,100
2001-02-15,8.448464088397788,8.532948729281767,8.424996132596684,8.4954,8.4954,2900
2001-02-16,8.21849117647059,8.21849117647059,7.983811245674742,8.1387,8.1387,107900
2001-02-20,8.096407079646019,8.096407079646019,7.885196460176992,7.9556,7.9556,5300
2001-02-21,7.814767771084335,7.814767771084335,7.706816024096384,7.791299999999999,7.7913,2400
2001-02-22,7.669270881458967,7.814771124620061,7.669270881458967,7.7209,7.7209,600
2001-02-23,7.725586985074627,7.8617,7.725586985074627,7.8617,7.8617,700
2001-02-26,7.979096209912536,8.0495,7.955628279883382,8.0495,8.0495,3700
2001-02-27,7.791371951219514,7.791371951219514,7.62240243902439,7.6975,7.6975,9800
2001-02-28,7.979078787878787,7.979078787878787,7.744399999999999,7.744399999999999,7.7444,2100
2001-03-01,7.744399999999999,7.744399999999999,7.744399999999999,7.744399999999999,7.7444,300
2001-03-02,7.979088825214901,8.232542234957021,7.979088825214901,8.1903,8.1903,16500
2001-03-05,8.331107449856734,8.331107449856734,8.143364183381092,8.1903,8.1903,68900
2001-03-06,8.23726717557252,8.260735173223722,7.9932,7.9932,7.9932,24500
2001-03-07,8.025961383285301,8.1433,7.979025936599422,8.1433,8.1433,184300
2001-03-08,8.002528695652174,8.213739130434783,8.002528695652174,8.0964,8.0964,593500
2001-03-09,7.932164117647058,7.979100000000001,7.828905176470589,7.979100000000001,7.9791,400
2001-03-12,7.969658480243162,7.969658480243162,7.673964437689971,7.7209,7.7209,2300
2001-03-13,7.7209,7.7209,7.7209,7.7209,7.7209,3000
2001-03-14,7.397067854869509,7.509713558243157,7.368906429026097,7.373600000000001,7.3736,451100
2001-03-15,7.415839228295819,7.415839228295819,7.298499999999999,7.298499999999999,7.2985,21500
2001-03-16,7.298496496815287,7.3689,7.138915222929937,7.3689,7.3689,1700
2001-03-20,7.434650097087379,7.434650097087379,7.2516,7.2516,7.2516,19600
2001-03-21,7.29849104180491,7.34073311214333,7.073199999999999,7.073199999999999,7.0732,5400
2001-03-22,6.932430731707316,6.932430731707316,6.594492334494773,6.735299999999999,6.7353,170700
2001-03-23,6.782203496503495,6.782203496503495,6.556912307692308,6.7118,6.7118,1700
2001-03-26,7.016867521367521,7.1389000000000005,7.016867521367521,7.1389000000000005,7.1389,5600
2001-03-27,7.242202629890956,7.3173,7.242202629890956,7.3173,7.3173,900
2001-03-28,7.063832119205299,7.134235761589404,7.040364238410596,7.087300000000001,7.0873,75700
2001-03-29,6.922990131578947,7.162361315789473,6.922990131578947,7.134199999999999,7.1342,217000
2001-03-30,6.899579439252336,7.031000000000001,6.758771695594126,7.031000000000001,7.031,82100
2001-04-02,6.923043554006968,6.923043554006968,6.688364111498257,6.735299999999999,6.7353,14000
2001-04-03,6.735299999999999,6.735299999999999,6.556943623693379,6.735299999999999,6.7353,3700
2001-04-04,6.7822320689655164,6.89957172413793,6.7822320689655164,6.8057,6.8057,70400
2001-04-05,6.946515353805074,7.031000000000001,6.927740987983978,7.031000000000001,7.031,21800
2001-04-06,7.110722486413044,7.110722486413044,6.9089,6.9089,6.9089,160700
2001-04-09,6.969928903654484,7.0638,6.969928903654484,7.0638,7.0638,18000
2001-04-10,7.275083173384516,7.3361,7.275083173384516,7.3361,7.3361,5100
2001-04-11,7.228097112860891,7.228097112860891,7.153,7.153,7.153,200
2001-04-17,6.969906185567011,6.969906185567011,6.8291,6.8291,6.8291,4900
2001-04-18,7.509677419354839,7.509677419354839,7.275,7.275,7.275,200
2001-04-19,7.030951864406781,7.030951864406781,6.923000000000001,6.923000000000001,6.923,6600
2001-04-20,6.608529428989751,6.608529428989751,6.336303074670571,6.4114,6.4114,289300
2001-04-23,6.524064285714285,6.571,6.491209285714285,6.571,6.571,7900
2001-04-24,6.617900000000001,6.617900000000001,6.594432269503547,6.617900000000001,6.6179,23400
2001-04-25,6.617900000000001,6.617900000000001,6.570964539007092,6.617900000000001,6.6179,218300
2001-04-26,6.758791836734694,6.8996,6.758791836734694,6.8996,6.8996,31400
2001-04-27,7.134199999999999,7.171748421052631,7.129506447368421,7.134199999999999,7.1342,3200
2001-04-30,7.228103606557378,7.39237868852459,7.1577,7.1577,7.1577,6200
2001-05-01,7.162400000000001,7.162400000000001,7.162400000000001,7.162400000000001,7.1624,200
2001-05-02,7.134196808510638,7.157664561170213,7.016858045212766,7.0591,7.0591,6400
2001-05-03,7.059151322751323,7.1811845238095255,7.012215476190478,7.096700000000001,7.0967,23200
2001-05-04,7.275,7.279693548387097,7.275,7.275,7.275,46000
2001-05-07,7.33608862745098,7.345475816993463,7.171812810457515,7.1812,7.1812,2100
2001-05-08,7.15774,7.15774,7.0404,7.0404,7.0404,85100
2001-05-09,7.0591,7.0591,7.0591,7.0591,7.0591,200
2001-05-10,7.204603289473684,7.204603289473684,7.068490263157894,7.134199999999999,7.1342,94300
2001-05-14,6.852612859097128,6.876080711354311,6.852612859097128,6.862,6.862,3400
2001-05-15,6.688344972067038,6.749361452513966,6.688344972067038,6.7212,6.7212,87100
2001-05-16,6.721183667820069,6.819748512110727,6.721183667820069,6.7822,6.7822,639500
2001-05-17,7.016867785234899,7.087271140939597,6.9746257718120805,6.9934,6.9934,23000
2001-05-18,7.002847260726072,7.129574389438943,6.993460066006601,7.1108,7.1108,22700
2001-05-21,6.984012885906041,7.101351812080537,6.984012885906041,6.9934,6.9934,3000
